TRINITY_DN66_c0_g1_i1	TRINITY_DN66_c0_g1_i1	100.000	911	0	0	1	911	1	911	0.0	1683
TRINITY_DN66_c0_g1_i1	TRINITY_DN66_c0_g1_i1	98.837	86	1	0	55	140	1	86	2.43e-37	154
TRINITY_DN66_c0_g1_i1	TRINITY_DN66_c0_g1_i1	98.837	86	1	0	1	86	55	140	2.43e-37	154
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	100.000	972	0	0	1	972	1	972	0.0	1796
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	95.294	510	24	0	320	829	200	709	0.0	809
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	95.294	510	24	0	200	709	320	829	0.0	809
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	96.413	446	16	0	380	825	200	645	0.0	736
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	96.413	446	16	0	200	645	380	825	0.0	736
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	97.239	326	9	0	500	825	200	525	2.19e-157	553
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	97.239	326	9	0	200	525	500	825	2.19e-157	553
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	97.260	146	4	0	680	825	200	345	1.16e-65	248
TRINITY_DN60_c0_g1_i1	TRINITY_DN60_c0_g1_i1	97.260	146	4	0	200	345	680	825	1.16e-65	248
TRINITY_DN33_c0_g1_i7	TRINITY_DN33_c0_g1_i7	100.000	1075	0	0	1	1075	1	1075	0.0	1986
TRINITY_DN33_c0_g1_i7	TRINITY_DN33_c0_g1_i4	97.395	1075	28	0	1	1075	1	1075	0.0	1831
TRINITY_DN33_c0_g1_i1	TRINITY_DN33_c0_g1_i1	100.000	1050	0	0	1	1050	1	1050	0.0	1940
TRINITY_DN33_c0_g1_i1	TRINITY_DN33_c0_g1_i3	96.762	1050	34	0	1	1050	1	1050	0.0	1751
TRINITY_DN33_c0_g1_i4	TRINITY_DN33_c0_g1_i4	100.000	1075	0	0	1	1075	1	1075	0.0	1986
TRINITY_DN33_c0_g1_i4	TRINITY_DN33_c0_g1_i7	97.395	1075	28	0	1	1075	1	1075	0.0	1831
TRINITY_DN33_c0_g1_i3	TRINITY_DN33_c0_g1_i3	100.000	1050	0	0	1	1050	1	1050	0.0	1940
TRINITY_DN33_c0_g1_i3	TRINITY_DN33_c0_g1_i1	96.762	1050	34	0	1	1050	1	1050	0.0	1751
TRINITY_DN44_c0_g1_i1	TRINITY_DN44_c0_g1_i1	100.000	3805	0	0	1	3805	1	3805	0.0	7027
TRINITY_DN25_c0_g1_i1	TRINITY_DN25_c0_g1_i1	100.000	3680	0	0	1	3680	1	3680	0.0	6796
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i26	100.000	1076	0	0	1	1076	1	1076	0.0	1988
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i1	99.907	1076	1	0	1	1076	1	1076	0.0	1982
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i17	99.907	1076	1	0	1	1076	1	1076	0.0	1982
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i28	99.907	1076	1	0	1	1076	1	1076	0.0	1982
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i25	97.220	1079	24	6	1	1076	1	1076	0.0	1821
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i8	95.074	1076	53	0	1	1076	1	1076	0.0	1694
TRINITY_DN45_c0_g1_i26	TRINITY_DN45_c0_g1_i21	98.638	881	12	0	1	881	1	881	0.0	1561
